#! FIELDS time d1
 0.000000 2.059267
 80.000000 1.680367
 160.000000 1.549087
 240.000000 1.602550
 320.000000 1.522175
 400.000000 1.309779
 480.000000 2.113615
 560.000000 2.385899
 640.000000 2.121852
 720.000000 1.945670
 800.000000 1.996842
 880.000000 2.263535
 960.000000 1.992906
 1040.000000 2.289174
 1120.000000 2.371221
 1200.000000 2.272116
 1280.000000 1.755987
 1360.000000 2.004255
 1440.000000 1.748920
 1520.000000 1.669476
 1600.000000 0.923403
 1680.000000 0.819232
 1760.000000 0.511592
 1840.000000 0.731113
 1920.000000 0.619026
 2000.000000 0.571962
 2080.000000 0.325923
 2160.000000 1.399284
 2240.000000 1.324081
 2320.000000 1.401537
 2400.000000 1.928160
 2480.000000 1.255867
 2560.000000 1.420420
 2640.000000 1.917852
 2720.000000 1.632182
 2800.000000 1.063559
 2880.000000 2.001422
 2960.000000 1.905880
 3040.000000 1.576465
 3120.000000 1.234441
 3200.000000 2.164327
 3280.000000 1.570134
 3360.000000 1.074831
 3440.000000 1.715824
 3520.000000 1.126734
 3600.000000 1.193094
 3680.000000 1.909134
 3760.000000 1.076374
 3840.000000 2.392477
 3920.000000 2.296924
 4000.000000 2.222535
 4080.000000 2.243913
 4160.000000 1.860250
 4240.000000 1.699010
 4320.000000 1.786183
 4400.000000 0.739703
 4480.000000 1.388420
 4560.000000 1.055868
 4640.000000 1.457551
 4720.000000 0.788746
 4800.000000 1.452205
 4880.000000 1.309514
 4960.000000 0.577118
 5040.000000 1.864320
 5120.000000 1.288364
 5200.000000 1.278806
 5280.000000 1.134757
 5360.000000 0.633319
 5440.000000 0.557347
 5520.000000 0.560605
 5600.000000 0.750121
 5680.000000 0.650996
 5760.000000 0.848105
 5840.000000 1.792501
 5920.000000 1.745654
 6000.000000 1.570548
 6080.000000 1.625554
 6160.000000 1.588766
 6240.000000 0.762503
 6320.000000 1.803051
 6400.000000 1.116642
 6480.000000 0.654951
 6560.000000 1.388851
 6640.000000 1.770390
 6720.000000 0.723218
 6800.000000 1.285179
 6880.000000 0.601356
 6960.000000 0.611357
 7040.000000 1.722268
 7120.000000 1.255828
 7200.000000 1.817525
 7280.000000 1.742380
 7360.000000 1.733084
 7440.000000 1.680174
 7520.000000 1.763004
 7600.000000 1.622429
 7680.000000 1.672672
 7760.000000 1.391488
 7840.000000 1.266900
 7920.000000 1.600605
